run,method,k_max,sigma,val_accuracy,test_accuracy,fit_seconds
0,opf,-,-,-,0.7370446668404618,50.40864968299866
0,fuzzy-opf,20,1.092,0.7525426261810024,0.7550552108486466,126.89683699607849
1,opf,-,-,-,0.7511646852590782,54.413692235946655
1,fuzzy-opf,20,1.078,0.7461195974351527,0.7504207883124584,127.55925107002258
