run,method,k_max,sigma,val_accuracy,test_accuracy,fit_seconds
0,opf,-,-,-,0.7370446668404618,56.526347398757935
0,fuzzy-opf,20,1.200,0.7561813828101202,0.7543129845332398,124.13932037353516
1,opf,-,-,-,0.7511646852590782,52.50756597518921
1,fuzzy-opf,20,1.078,0.7458742806570013,0.7504207883124584,124.70295524597168
