run,method,k_max,sigma,val_accuracy,test_accuracy,fit_seconds
0,opf,-,-,-,0.9152703728793457,2.334197998046875
0,fuzzy-opf,83,0.915,0.9064481437072509,0.916486917891511,26.662609100341797
1,opf,-,-,-,0.9023412978171816,1.9432148933410645
1,fuzzy-opf,1,0.502,0.9184901292956906,0.9032600362143022,4.530625820159912
